seed,mode,popsize,maxEvals,crossover,mutation,bestFitness,foundOptimal,evaluations,elapsedMillis
1000,0,100,2000,0.100000,0.010000,3800.000000,true,2000,41
1001,0,100,2000,0.100000,0.010000,3800.000000,true,2000,39
1002,0,100,2000,0.100000,0.010000,3800.000000,true,2000,39
1003,0,100,2000,0.100000,0.010000,3800.000000,true,2000,42
1004,0,100,2000,0.100000,0.010000,3800.000000,true,2000,38
1005,0,100,2000,0.100000,0.010000,3800.000000,true,2000,37
1006,0,100,2000,0.100000,0.010000,3800.000000,true,2000,38
1007,0,100,2000,0.100000,0.010000,3800.000000,true,2000,38
1008,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1009,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1010,0,100,2000,0.100000,0.010000,3800.000000,true,2000,38
1011,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1012,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1013,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1014,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1015,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1016,0,100,2000,0.100000,0.010000,3800.000000,true,2000,36
1017,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1018,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1019,0,100,2000,0.100000,0.010000,3800.000000,true,2000,36
1020,0,100,2000,0.100000,0.010000,3800.000000,true,2000,36
1021,0,100,2000,0.100000,0.010000,3800.000000,true,2000,35
1022,0,100,2000,0.100000,0.010000,3800.000000,true,2000,41
1023,0,100,2000,0.100000,0.010000,3800.000000,true,2000,36
1024,0,100,2000,0.100000,0.010000,3800.000000,true,2000,36
1025,0,100,2000,0.100000,0.010000,3800.000000,true,2000,38
1026,0,100,2000,0.100000,0.010000,3800.000000,true,2000,44
1027,0,100,2000,0.100000,0.010000,3800.000000,true,2000,37
1028,0,100,2000,0.100000,0.010000,3800.000000,true,2000,40
1029,0,100,2000,0.100000,0.010000,3800.000000,true,2000,40
1000,0,100,2000,0.100000,0.020000,3800.000000,true,2000,59
1001,0,100,2000,0.100000,0.020000,3800.000000,true,2000,38
1002,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1003,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1004,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1005,0,100,2000,0.100000,0.020000,3800.000000,true,2000,40
1006,0,100,2000,0.100000,0.020000,3800.000000,true,2000,38
1007,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1008,0,100,2000,0.100000,0.020000,3800.000000,true,2000,38
1009,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1010,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1011,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1012,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1013,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1014,0,100,2000,0.100000,0.020000,3800.000000,true,2000,38
1015,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1016,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1017,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1018,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1019,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1020,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1021,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1022,0,100,2000,0.100000,0.020000,3800.000000,true,2000,36
1023,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1024,0,100,2000,0.100000,0.020000,3800.000000,true,2000,35
1025,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1026,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1027,0,100,2000,0.100000,0.020000,3800.000000,true,2000,42
1028,0,100,2000,0.100000,0.020000,3800.000000,true,2000,41
1029,0,100,2000,0.100000,0.020000,3800.000000,true,2000,37
1000,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1001,0,100,2000,0.100000,0.030000,3800.000000,true,2000,39
1002,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1003,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1004,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1005,0,100,2000,0.100000,0.030000,3800.000000,true,2000,41
1006,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1007,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1008,0,100,2000,0.100000,0.030000,3800.000000,true,2000,37
1009,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1010,0,100,2000,0.100000,0.030000,3800.000000,true,2000,40
1011,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1012,0,100,2000,0.100000,0.030000,3800.000000,true,2000,39
1013,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1014,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1015,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1016,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1017,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1018,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1019,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1020,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1021,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1022,0,100,2000,0.100000,0.030000,3800.000000,true,2000,46
1023,0,100,2000,0.100000,0.030000,3800.000000,true,2000,36
1024,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1025,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1026,0,100,2000,0.100000,0.030000,3800.000000,true,2000,35
1027,0,100,2000,0.100000,0.030000,3800.000000,true,2000,43
1028,0,100,2000,0.100000,0.030000,3800.000000,true,2000,38
1029,0,100,2000,0.100000,0.030000,3800.000000,true,2000,37
1000,0,100,2000,0.100000,0.040000,3800.000000,true,2000,35
1001,0,100,2000,0.100000,0.040000,3800.000000,true,2000,41
1002,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1003,0,100,2000,0.100000,0.040000,3800.000000,true,2000,44
1004,0,100,2000,0.100000,0.040000,3800.000000,true,2000,38
1005,0,100,2000,0.100000,0.040000,3800.000000,true,2000,41
1006,0,100,2000,0.100000,0.040000,3800.000000,true,2000,39
1007,0,100,2000,0.100000,0.040000,3800.000000,true,2000,38
1008,0,100,2000,0.100000,0.040000,3800.000000,true,2000,37
1009,0,100,2000,0.100000,0.040000,3800.000000,true,2000,39
1010,0,100,2000,0.100000,0.040000,3800.000000,true,2000,38
1011,0,100,2000,0.100000,0.040000,3800.000000,true,2000,35
1012,0,100,2000,0.100000,0.040000,3800.000000,true,2000,38
1013,0,100,2000,0.100000,0.040000,3800.000000,true,2000,39
1014,0,100,2000,0.100000,0.040000,3800.000000,true,2000,35
1015,0,100,2000,0.100000,0.040000,3800.000000,true,2000,37
1016,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1017,0,100,2000,0.100000,0.040000,3800.000000,true,2000,37
1018,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1019,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1020,0,100,2000,0.100000,0.040000,3800.000000,true,2000,37
1021,0,100,2000,0.100000,0.040000,3800.000000,true,2000,40
1022,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1023,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1024,0,100,2000,0.100000,0.040000,3800.000000,true,2000,35
1025,0,100,2000,0.100000,0.040000,3800.000000,true,2000,40
1026,0,100,2000,0.100000,0.040000,3800.000000,true,2000,35
1027,0,100,2000,0.100000,0.040000,3800.000000,true,2000,37
1028,0,100,2000,0.100000,0.040000,3800.000000,true,2000,36
1029,0,100,2000,0.100000,0.040000,3800.000000,true,2000,50
1000,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1001,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1002,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1003,0,100,2000,0.100000,0.050000,3800.000000,true,2000,41
1004,0,100,2000,0.100000,0.050000,3800.000000,true,2000,41
1005,0,100,2000,0.100000,0.050000,3800.000000,true,2000,41
1006,0,100,2000,0.100000,0.050000,3800.000000,true,2000,41
1007,0,100,2000,0.100000,0.050000,3800.000000,true,2000,49
1008,0,100,2000,0.100000,0.050000,3800.000000,true,2000,42
1009,0,100,2000,0.100000,0.050000,3800.000000,true,2000,38
1010,0,100,2000,0.100000,0.050000,3800.000000,true,2000,39
1011,0,100,2000,0.100000,0.050000,3800.000000,true,2000,44
1012,0,100,2000,0.100000,0.050000,3800.000000,true,2000,39
1013,0,100,2000,0.100000,0.050000,3800.000000,true,2000,40
1014,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1015,0,100,2000,0.100000,0.050000,3800.000000,true,2000,35
1016,0,100,2000,0.100000,0.050000,3800.000000,true,2000,37
1017,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1018,0,100,2000,0.100000,0.050000,3800.000000,true,2000,39
1019,0,100,2000,0.100000,0.050000,3800.000000,true,2000,40
1020,0,100,2000,0.100000,0.050000,3800.000000,true,2000,40
1021,0,100,2000,0.100000,0.050000,3800.000000,true,2000,40
1022,0,100,2000,0.100000,0.050000,3800.000000,true,2000,39
1023,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1024,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1025,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1026,0,100,2000,0.100000,0.050000,3800.000000,true,2000,37
1027,0,100,2000,0.100000,0.050000,3800.000000,true,2000,41
1028,0,100,2000,0.100000,0.050000,3800.000000,true,2000,36
1029,0,100,2000,0.100000,0.050000,3800.000000,true,2000,37
1000,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1001,0,100,2000,0.100000,0.060000,3800.000000,true,2000,39
1002,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1003,0,100,2000,0.100000,0.060000,3800.000000,true,2000,42
1004,0,100,2000,0.100000,0.060000,3800.000000,true,2000,35
1005,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1006,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1007,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1008,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1009,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1010,0,100,2000,0.100000,0.060000,3800.000000,true,2000,48
1011,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1012,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1013,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1014,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1015,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1016,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1017,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1018,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1019,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1020,0,100,2000,0.100000,0.060000,3800.000000,true,2000,42
1021,0,100,2000,0.100000,0.060000,3800.000000,true,2000,41
1022,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1023,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1024,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1025,0,100,2000,0.100000,0.060000,3800.000000,true,2000,38
1026,0,100,2000,0.100000,0.060000,3800.000000,true,2000,35
1027,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1028,0,100,2000,0.100000,0.060000,3800.000000,true,2000,36
1029,0,100,2000,0.100000,0.060000,3800.000000,true,2000,37
1000,0,100,2000,0.100000,0.070000,3800.000000,true,2000,52
1001,0,100,2000,0.100000,0.070000,3800.000000,true,2000,43
1002,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1003,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1004,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1005,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1006,0,100,2000,0.100000,0.070000,3800.000000,true,2000,37
1007,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1008,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1009,0,100,2000,0.100000,0.070000,3800.000000,true,2000,43
1010,0,100,2000,0.100000,0.070000,3800.000000,true,2000,42
1011,0,100,2000,0.100000,0.070000,3800.000000,true,2000,37
1012,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1013,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1014,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1015,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1016,0,100,2000,0.100000,0.070000,3800.000000,true,2000,36
1017,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1018,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1019,0,100,2000,0.100000,0.070000,3800.000000,true,2000,39
1020,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1021,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1022,0,100,2000,0.100000,0.070000,3800.000000,true,2000,37
1023,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1024,0,100,2000,0.100000,0.070000,3800.000000,true,2000,40
1025,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1026,0,100,2000,0.100000,0.070000,3800.000000,true,2000,37
1027,0,100,2000,0.100000,0.070000,3800.000000,true,2000,43
1028,0,100,2000,0.100000,0.070000,3800.000000,true,2000,43
1029,0,100,2000,0.100000,0.070000,3800.000000,true,2000,38
1000,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1001,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1002,0,100,2000,0.100000,0.080000,3800.000000,true,2000,36
1003,0,100,2000,0.100000,0.080000,3800.000000,true,2000,40
1004,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1005,0,100,2000,0.100000,0.080000,3800.000000,true,2000,56
1006,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1007,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1008,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1009,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1010,0,100,2000,0.100000,0.080000,3800.000000,true,2000,40
1011,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1012,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1013,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1014,0,100,2000,0.100000,0.080000,3800.000000,true,2000,40
1015,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1016,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1017,0,100,2000,0.100000,0.080000,3800.000000,true,2000,41
1018,0,100,2000,0.100000,0.080000,3800.000000,true,2000,40
1019,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1020,0,100,2000,0.100000,0.080000,3800.000000,true,2000,39
1021,0,100,2000,0.100000,0.080000,3800.000000,true,2000,36
1022,0,100,2000,0.100000,0.080000,3800.000000,true,2000,45
1023,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1024,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1025,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1026,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1027,0,100,2000,0.100000,0.080000,3800.000000,true,2000,42
1028,0,100,2000,0.100000,0.080000,3800.000000,true,2000,38
1029,0,100,2000,0.100000,0.080000,3800.000000,true,2000,37
1000,0,100,2000,0.100000,0.090000,3800.000000,true,2000,52
1001,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1002,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1003,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1004,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1005,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1006,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1007,0,100,2000,0.100000,0.090000,3800.000000,true,2000,39
1008,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1009,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1010,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1011,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1012,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1013,0,100,2000,0.100000,0.090000,3800.000000,true,2000,48
1014,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1015,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1016,0,100,2000,0.100000,0.090000,3800.000000,true,2000,39
1017,0,100,2000,0.100000,0.090000,3800.000000,true,2000,38
1018,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1019,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1020,0,100,2000,0.100000,0.090000,3800.000000,true,2000,45
1021,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1022,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1023,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1024,0,100,2000,0.100000,0.090000,3800.000000,true,2000,39
1025,0,100,2000,0.100000,0.090000,3800.000000,true,2000,42
1026,0,100,2000,0.100000,0.090000,3800.000000,true,2000,41
1027,0,100,2000,0.100000,0.090000,3800.000000,true,2000,39
1028,0,100,2000,0.100000,0.090000,3800.000000,true,2000,43
1029,0,100,2000,0.100000,0.090000,3800.000000,true,2000,40
1000,0,100,2000,0.100000,0.100000,3800.000000,true,2000,44
1001,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1002,0,100,2000,0.100000,0.100000,3800.000000,true,2000,41
1003,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1004,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1005,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1006,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1007,0,100,2000,0.100000,0.100000,3800.000000,true,2000,37
1008,0,100,2000,0.100000,0.100000,3800.000000,true,2000,44
1009,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1010,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1011,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1012,0,100,2000,0.100000,0.100000,3800.000000,true,2000,37
1013,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1014,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1015,0,100,2000,0.100000,0.100000,3800.000000,true,2000,38
1016,0,100,2000,0.100000,0.100000,3800.000000,true,2000,38
1017,0,100,2000,0.100000,0.100000,3800.000000,true,2000,53
1018,0,100,2000,0.100000,0.100000,3800.000000,true,2000,40
1019,0,100,2000,0.100000,0.100000,3800.000000,true,2000,37
1020,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1021,0,100,2000,0.100000,0.100000,3800.000000,true,2000,37
1022,0,100,2000,0.100000,0.100000,3800.000000,true,2000,38
1023,0,100,2000,0.100000,0.100000,3800.000000,true,2000,41
1024,0,100,2000,0.100000,0.100000,3800.000000,true,2000,45
1025,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1026,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1027,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1028,0,100,2000,0.100000,0.100000,3800.000000,true,2000,39
1029,0,100,2000,0.100000,0.100000,3800.000000,true,2000,38
1000,0,100,2000,0.200000,0.010000,3800.000000,true,2000,37
1001,0,100,2000,0.200000,0.010000,3800.000000,true,2000,38
1002,0,100,2000,0.200000,0.010000,3700.000000,false,2000,41
1003,0,100,2000,0.200000,0.010000,3800.000000,true,2000,39
1004,0,100,2000,0.200000,0.010000,3800.000000,true,2000,41
1005,0,100,2000,0.200000,0.010000,3800.000000,true,2000,38
1006,0,100,2000,0.200000,0.010000,3800.000000,true,2000,38
1007,0,100,2000,0.200000,0.010000,3800.000000,true,2000,39
1008,0,100,2000,0.200000,0.010000,3800.000000,true,2000,39
1009,0,100,2000,0.200000,0.010000,3800.000000,true,2000,45
1010,0,100,2000,0.200000,0.010000,3800.000000,true,2000,46
1011,0,100,2000,0.200000,0.010000,3800.000000,true,2000,38
1012,0,100,2000,0.200000,0.010000,3800.000000,true,2000,39
1013,0,100,2000,0.200000,0.010000,3800.000000,true,2000,40
1014,0,100,2000,0.200000,0.010000,3800.000000,true,2000,46
1015,0,100,2000,0.200000,0.010000,3800.000000,true,2000,40
